eid,etid,lid,ino,name,cat,desc,datasheet
651,651,#N/A,1,74LS635,74 LS Series Logic ,"32-BIT PARALLEL ERROR DETECTION AND CORRECTION, OPEN-COLLECTOR OUTPUTS",
652,652,#N/A,1,74LS638,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH INVERTING THREE-STATE OUTPUTS,
653,653,#N/A,1,74LS639,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH NONINVERTING THREE-STATE OUTPUTS,
654,654,18,1,74LS640,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH INVERTING THREE-STATE OUTPUTS,
655,655,18,1,74LS641,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH NONINVERTING OPEN COLLECTOR OUTPUTS,
656,656,#N/A,1,74LS642,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH INVERTING OPEN COLLECTOR OUTPUTS,
657,657,#N/A,1,74LS643,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH MIX OF INVERTING AND NONINVERTING THREE-STATE OUTPUTS,
658,658,#N/A,1,74LS644,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH MIX OF INVERTING AND NONINVERTING OPEN COLLECTOR OUTPUTS,
659,659,18,1,74LS645,74 LS Series Logic ,OCTAL BUS TRANSCEIVER,
660,660,#N/A,1,74LS646,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/LATCH/MULTIPLEXER WITH NONINVERTING THREE-STATE OUTPUTS,
661,661,#N/A,1,74LS647,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/LATCH/MULTIPLEXER WITH NONINVERTING OPEN COLLECTOR OUTPUTS,
662,662,#N/A,1,74LS648,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/LATCH/MULTIPLEXER WITH INVERTING THREE-STATE OUTPUTS,
663,663,#N/A,1,74LS649,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/LATCH/MULTIPLEXER WITH INVERTING OPEN COLLECTOR OUTPUTS,
664,664,#N/A,1,74LS651,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/REGISTER WITH INVERTING THREE-STATE OUTPUTS,
665,665,#N/A,1,74LS652,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/REGISTER WITH NONINVERTING THREE-STATE OUTPUTS,
666,666,#N/A,1,74LS653,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/REGISTER WITH INVERTING THREE-STATE AND OPEN COLLECTOR OUTPUTS,
667,667,#N/A,1,74LS654,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/REGISTER WITH NONINVERTING THREE-STATE AND OPEN COLLECTOR OUTPUTS,
668,668,#N/A,1,74LS658,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, INVERTING",
669,669,#N/A,1,74LS659,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, NONINVERTING",
670,670,#N/A,1,74LS664,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, INVERTING",
671,671,#N/A,1,74LS665,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, NONINVERTING",
672,672,#N/A,1,74LS668,74 LS Series Logic ,SYNCHRONOUS 4-BIT DECADE UP/DOWN COUNTER,
673,673,#N/A,1,74LS669,74 LS Series Logic ,SYNCHRONOUS 4-BIT BINARY UP/DOWN COUNTER,
674,674,18,1,74LS670,74 LS Series Logic ,4 BY 4 REGISTER FILE WITH THREE-STATE OUTPUTS,
675,675,#N/A,1,74LS671,74 LS Series Logic ,4-BIT BIDIRECTIONAL SHIFT REGISTER/LATCH/MULTIPLEXER WITH THREE-STATE OUTPUTS,
676,676,#N/A,1,74LS672,74 LS Series Logic ,4-BIT BIDIRECTIONAL SHIFT REGISTER/LATCH/MULTIPLEXER WITH THREE-STATE OUTPUTS,
677,677,#N/A,1,74LS673,74 LS Series Logic ,"16-BIT SERIAL-IN SERIAL-OUT SHIFT REGISTER WITH OUTPUT STORAGE REGISTERS, THREE-STATE OUTPUTS",
678,678,#N/A,1,74LS674,74 LS Series Logic ,16-BIT PARALLEL-IN SERIAL-OUT SHIFT REGISTER WITH THREE-STATE OUTPUTS,
679,679,#N/A,1,74LS677,74 LS Series Logic ,16-BIT ADDRESS¾COMPARATOR¾WITH ENABLE,
680,680,#N/A,1,74LS678,74 LS Series Logic ,16-BIT ADDRESS COMPARATOR WITH LATCH,
681,681,#N/A,1,74LS679,74 LS Series Logic ,12-BIT ADDRESS COMPARATOR WITH LATCH,
682,682,#N/A,1,74LS680,74 LS Series Logic ,12-BIT ADDRESS COMPARATOR WITH ENABLE,
683,683,#N/A,1,74LS681,74 LS Series Logic ,4-BIT PARALLEL BINARY ACCUMULATOR,
684,684,#N/A,1,74LS682,74 LS Series Logic ,8-BIT¾MAGNITUDE COMPARATOR,
685,685,#N/A,1,74LS683,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
686,686,#N/A,1,74LS684,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR,
687,687,#N/A,1,74LS685,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
688,688,#N/A,1,74LS686,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH ENABLE,
689,689,#N/A,1,74LS687,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH ENABLE,
690,690,#N/A,1,74LS688,74 LS Series Logic ,8-BIT EQUALITY COMPARATOR,
691,691,#N/A,1,74LS689,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
692,692,#N/A,1,74LS690,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
693,693,#N/A,1,74LS691,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
694,694,#N/A,1,74LS692,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
695,695,#N/A,1,74LS693,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
696,696,#N/A,1,74LS694,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS AND ASYNCHRONOUS RESETS, THREE-STATE OUTPUTS",
697,697,#N/A,1,74LS695,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS AND ASYNCHRONOUS RESETS, THREE-STATE OUTPUTS",
698,698,#N/A,1,74LS696,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/REGISTER/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
699,699,#N/A,1,74LS697,74 LS Series Logic ,"4-BIT BINARY COUNTER/REGISTER/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
700,700,#N/A,1,74LS698,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/REGISTER/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
701,701,#N/A,1,74LS699,74 LS Series Logic ,"4-BIT BINARY COUNTER/REGISTER/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
702,702,#N/A,1,74LS716,74 LS Series Logic ,PROGRAMMABLE DECADE COUNTER,
703,703,#N/A,1,74LS718,74 LS Series Logic ,PROGRAMMABLE BINARY COUNTER,
704,704,#N/A,1,74LS724,74 LS Series Logic ,VOLTAGE-CONTROLLED MULTIVIBRATOR,
705,705,#N/A,1,74LS740,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, INVERTING, THREE-STATE OUTPUTS",
706,706,#N/A,1,74LS741,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, NONINVERTING, THREE-STATE OUTPUTS, MIXED ENABLE POLARITY",
707,707,#N/A,1,74LS744,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, NONINVERTING, THREE-STATE OUTPUTS",
708,708,#N/A,1,74LS748,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER,
709,709,#N/A,1,74LS779,74 LS Series Logic ,8-BIT BIDIRECTIONAL BINARY COUNTER (THREE-STATE),
710,710,#N/A,1,74LS783,74 LS Series Logic ,SYNCHRONOUS ADDRESS MULTIPLEXER,
711,711,#N/A,1,74LS790,74 LS Series Logic ,ERROR DETECTION AND CORRECTION (EDAC),
712,712,#N/A,1,74LS794,74 LS Series Logic ,8-BIT REGISTER WITH READBACK,
713,713,#N/A,1,74LS795,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
714,714,#N/A,1,74LS796,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
715,715,#N/A,1,74LS797,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
716,716,#N/A,1,74LS798,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
717,717,#N/A,1,74LS804,74 LS Series Logic ,HEX 2-INPUT NAND DRIVERS,
718,718,#N/A,1,74LS805,74 LS Series Logic ,HEX 2-INPUT NOR DRIVERS,
719,719,#N/A,1,74LS808,74 LS Series Logic ,HEX 2-INPUT AND DRIVERS,
720,720,#N/A,1,74LS822,74 LS Series Logic ,10-BIT BUS INTERFACE FLIP-FLOP WITH THREE-STATE OUTPUTS,
721,721,#N/A,1,74LS832,74 LS Series Logic ,HEX 2-INPUT OR DRIVERS,
722,722,#N/A,1,74LS848,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER WITH THREE-STATE OUTPUTS,
723,723,#N/A,1,74LS857,74 LS Series Logic ,HEX 2-LINE TO 1-LINE MULTIPLEXER WITH THREE-STATE OUTPUTS,
724,724,#N/A,1,74LS873,74 LS Series Logic ,OCTAL TRANSPARENT LATCH,
725,725,#N/A,1,74LS874,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP,
726,726,#N/A,1,74LS876,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP WITH INVERTING OUTPUTS,
727,727,#N/A,1,74LS878,74 LS Series Logic ,"DUAL 4-BIT D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, NONINVERTING THREE-STATE OUTPUTS",
728,728,#N/A,1,74LS879,74 LS Series Logic ,"DUAL 4-BIT D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, INVERTING THREE-STATE OUTPUTS",
729,729,#N/A,1,74LS880,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING OUTPUTS,
730,730,#N/A,1,74LS881,74 LS Series Logic ,ARITHMETIC LOGIC UNIT,
731,731,#N/A,1,74LS882,74 LS Series Logic ,32-BIT LOOKAHEAD CARRY GENERATOR,
732,732,#N/A,1,74LS888,74 LS Series Logic ,8-BIT SLICE PROCESSOR,
733,733,#N/A,1,74LS901,74 LS Series Logic ,HEX INVERTING TTL BUFFER,
734,734,#N/A,1,74LS902,74 LS Series Logic ,HEX NON-INVERTING TTL BUFFER,
735,735,#N/A,1,74LS903,74 LS Series Logic ,HEX INVERTING CMOS BUFFER,
736,736,#N/A,1,74LS904,74 LS Series Logic ,HEX NON-INVERTING CMOS BUFFER,
737,737,#N/A,1,74LS905,74 LS Series Logic ,12-BIT SUCCESSIVE APPROXIMATION REGISTER,
738,738,#N/A,1,74LS906,74 LS Series Logic ,HEX OPEN DRAIN N-CHANNEL BUFFERS,
739,739,#N/A,1,74LS907,74 LS Series Logic ,HEX OPEN DRAIN P-CHANNEL BUFFERS,
740,740,#N/A,1,74LS908,74 LS Series Logic ,DUAL CMOS 30¾V RELAY DRIVER,
741,741,#N/A,1,74LS909,74 LS Series Logic ,QUAD VOLTAGE COMPARATOR,
742,742,#N/A,1,74LS910,74 LS Series Logic ,256X1 CMOS STATIC RAM,
743,743,#N/A,1,74LS911,74 LS Series Logic ,4-DIGIT EXPANDABLE DISPLAY CONTROLLER,
744,744,#N/A,1,74LS912,74 LS Series Logic ,6-DIGIT BCD DISPLAY CONTROLLER AND DRIVER,
745,745,#N/A,1,74LS914,74 LS Series Logic ,HEX SCHMITT TRIGGER WITH EXTENDED INPUT VOLTAGE,
746,746,#N/A,1,74LS915,74 LS Series Logic ,7-SEGMENT TO BCD DECODER,
747,747,#N/A,1,74LS917,74 LS Series Logic ,6-DIGIT HEX DISPLAY CONTROLLER AND DRIVER,
748,748,#N/A,1,74LS918,74 LS Series Logic ,DUAL CMOS 30¾V RELAY DRIVER,
749,749,#N/A,1,74LS920,74 LS Series Logic ,256X4 CMOS STATIC RAM,
750,750,#N/A,1,74LS921,74 LS Series Logic ,256X4 CMOS STATIC RAM,
751,751,#N/A,1,74LS922,74 LS Series Logic ,16-KEY ENCODER,
752,752,#N/A,1,74LS923,74 LS Series Logic ,20-KEY ENCODER,
753,753,#N/A,1,74LS925,74 LS Series Logic ,4-DIGIT COUNTER/DISPLAY DRIVER,
754,754,#N/A,1,74LS926,74 LS Series Logic ,4-DIGIT DECADE COUNTER/DISPLAY DRIVER WITH CARRY OUT AND LATCH (UP TO 9999),
755,755,#N/A,1,74LS927,74 LS Series Logic ,"4-DIGIT TIMER COUNTER/DISPLAY DRIVER (UP TO 9599, INTENDED AS TIME ELAPSED)",
756,756,#N/A,1,74LS928,74 LS Series Logic ,4-DIGIT COUNTER/DISPLAY DRIVER (UP TO 1999),
757,757,#N/A,1,74LS929,74 LS Series Logic ,1024X1 CMOS STATIC RAM,
758,758,#N/A,1,74LS930,74 LS Series Logic ,1024X1 CMOS STATIC RAM,
759,759,#N/A,1,74LS932,74 LS Series Logic ,PHASE COMPARATOR,
760,760,#N/A,1,74LS933,74 LS Series Logic ,ADDRESS BUS COMPARATOR,
761,761,#N/A,1,74LS934,74 LS Series Logic ,#NAME?,
762,762,#N/A,1,74LS935,74 LS Series Logic ,3.5-DIGIT DIGITAL¾VOLTMETER¾(DVM) SUPPORT CHIP FOR MULTIPLEXED 7-SEGMENT DISPLAYS,
763,763,#N/A,1,74LS936,74 LS Series Logic ,3.75-DIGIT DIGITAL VOLTMETER (DVM) SUPPORT CHIP FOR MULTIPLEXED 7-SEGMENT DISPLAYS,
764,764,#N/A,1,74LS937,74 LS Series Logic ,#NAME?,
765,765,#N/A,1,74LS938,74 LS Series Logic ,#NAME?,
766,766,#N/A,1,74LS941,74 LS Series Logic ,OCTAL BUS/LINE DRIVERS/LINE RECEIVERS,
767,767,#N/A,1,74LS945,74 LS Series Logic ,4-DIGIT UP/DOWN COUNTER WITH DECODER AND DRIVER,
768,768,#N/A,1,74LS947,74 LS Series Logic ,4-DIGIT UP/DOWN COUNTER WITH DECODER AND DRIVER,
769,769,#N/A,1,74LS948,74 LS Series Logic ,#NAME?,
770,770,#N/A,1,74LS949,74 LS Series Logic ,#NAME?,
771,771,#N/A,1,74LS1005,74 LS Series Logic ,HEX INVERTING BUFFER WITH OPEN-COLLECTOR OUTPUT,
772,772,#N/A,1,74LS1035,74 LS Series Logic ,HEX NONINVERTING BUFFERS WITH OPEN-COLLECTOR OUTPUTS,
773,773,#N/A,1,74LS2960,74 LS Series Logic ,ERROR DETECTION AND CORRECTION¾(EDAC),
774,774,#N/A,1,74LS2961,74 LS Series Logic ,"EDAC BUS BUFFER, INVERTING",
775,775,#N/A,1,74LS2962,74 LS Series Logic ,"EDAC BUS BUFFER, NONINVERTING",
776,776,#N/A,1,74LS2968,74 LS Series Logic ,DYNAMIC MEMORY CONTROLLER,
777,777,#N/A,1,74LS2969,74 LS Series Logic ,MEMORY TIMING CONTROLLER FOR USE WITH¾EDAC,
778,778,#N/A,1,74LS2970,74 LS Series Logic ,MEMORY TIMING CONTROLLER FOR USE WITHOUT EDAC,
779,779,#N/A,1,74LS1G3208,74 LS Series Logic ,SINGLE 3-INPUT OR-AND GATE;,
780,780,#N/A,1,74LS4002,74 LS Series Logic ,DUAL 4-INPUT NOR GATE,
781,781,#N/A,1,74LS4015,74 LS Series Logic ,DUAL 4-BIT SHIFT REGISTERS,
782,782,#N/A,1,74LS4016,74 LS Series Logic ,QUAD BILATERAL SWITCH,
783,783,#N/A,1,74LS4017,74 LS Series Logic ,5-STAGE É10 JOHNSON COUNTER,
784,784,#N/A,1,74LS4020,74 LS Series Logic ,14-STAGE BINARY COUNTER,
785,785,#N/A,1,74LS4024,74 LS Series Logic ,7-STAGE RIPPLE CARRY BINARY COUNTER,
786,786,#N/A,1,74LS4028,74 LS Series Logic ,BCD TO DECIMAL DECODER,
787,787,#N/A,1,74LS4040,74 LS Series Logic ,12-STAGE BINARY RIPPLE COUNTER,
788,788,#N/A,1,74LS4046,74 LS Series Logic ,PHASE-LOCKED LOOP AND VOLTAGE-CONTROLLED OSCILLATOR,
789,789,#N/A,1,74LS4049,74 LS Series Logic ,HEX INVERTING BUFFER,
790,790,#N/A,1,74LS4050,74 LS Series Logic ,HEX BUFFER/CONVERTER (NON-INVERTING),
791,791,#N/A,1,74LS4051,74 LS Series Logic ,HIGH-SPEED CMOS 8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
792,792,#N/A,1,74LS4052,74 LS Series Logic ,DUAL 4-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXERS,
793,793,#N/A,1,74LS4053,74 LS Series Logic ,TRIPLE 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXERS,
794,794,#N/A,1,74LS4059,74 LS Series Logic ,PROGRAMMABLE DIVIDE-BY-N COUNTER,
795,795,#N/A,1,74LS4060,74 LS Series Logic ,14-STAGE BINARY RIPPLE COUNTER WITH OSCILLATOR,
796,796,#N/A,1,74LS4066,74 LS Series Logic ,QUAD BILATERAL SWITCHES,
797,797,#N/A,1,74LS4067,74 LS Series Logic ,16-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
798,798,#N/A,1,74LS4075,74 LS Series Logic ,TRIPLE 3-INPUT OR GATE,
799,799,#N/A,1,74LS4078,74 LS Series Logic ,8-INPUT OR/NOR GATE,
800,800,#N/A,1,74LS4094,74 LS Series Logic ,8-BIT THREE-STATE SHIFT REGISTER/LATCH,
801,801,#N/A,1,74LS4316,74 LS Series Logic ,QUAD ANALOG SWITCH,
802,802,#N/A,1,74LS4351,74 LS Series Logic ,8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER WITH LATCH,
803,803,#N/A,1,74LS4353,74 LS Series Logic ,TRIPLE 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER WITH LATCH,
804,804,#N/A,1,74LS4511,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER,
805,805,#N/A,1,74LS4514,74 LS Series Logic ,4-TO-16 LINE DECODER/DEMULTIPLEXER WITH INPUT LATCHES,
806,806,#N/A,1,74LS4520,74 LS Series Logic ,DUAL 4-BIT SYNCHRONOUS BINARY COUNTER,
807,807,#N/A,1,74LS4538,74 LS Series Logic ,DUAL RETRIGGERABLE PRECISION MONOSTABLE MULTIVIBRATOR,
808,808,#N/A,1,74LS7007,74 LS Series Logic ,HEX BUFFER,
809,809,#N/A,1,74LS7266,74 LS Series Logic ,QUAD 2-INPUT XNOR GATE,
810,810,#N/A,1,74LS29841,74 LS Series Logic ,10-BIT BUS-INTERFACE D-TYPE LATCH WITH THREE-STATE OUTPUTS,
811,811,#N/A,1,74LS40103,74 LS Series Logic ,PRESETTABLE 8-BIT SYNCHRONOUS DOWN COUNTER,
812,812,#N/A,1,74LS40105,74 LS Series Logic ,4-BIT BY 16-WORD FIFO REGISTER,
813,813,18,1,74HCT573,74 LS Series Logic ,Octal D-type transparent latch; 3-state,
814,814,18,1,74HCT574,74 LS Series Logic ,Octal D-type flip-flop; positive edge-trigger; 3-state,
815,815,18,1,2114,SRAM,SRAM static sensitive,
816,816,#N/A,1,74HCT4015,74 LS Series Logic ,DUAL 4-BIT SHIFT REGISTERS,
817,817,#N/A,1,DIN,Connector,DIN Connectors,
818,818,#N/A,1,Mini D,Connector,Mini - D Connectors,
819,819,#N/A,1,9 DIN,Connector,9 Pin DIN Connection Hood,
820,820,#N/A,1,DC 2.15x2.5,Power Jack,DC Power Jack 2.15mm 2.5mm,
821,821,#N/A,1,D Conn 9 S F,Connector,D - Conn 9 Pin Solder female,
822,822,#N/A,1,D Conn 9 S M,Connector,D - Conn 9 Pin Solder male,
823,823,#N/A,1,D Conn 9 IDC F,Connector,D - Conn 9 Pin IDC female,
824,824,#N/A,1,D Conn 9 IDC M,Connector,D - Conn 9 Pin IDC male,
825,825,#N/A,1,D Conn 15 S F,Connector,D - Conn 15 Pin Solder female,
826,826,#N/A,1,D Conn 15 S M,Connector,D - Conn 15 Pin Solder male,
827,827,#N/A,1,D Conn 15 IDC F,Connector,D - Conn 15 Pin IDC female,
828,828,#N/A,1,D Conn 15 IDC M,Connector,D - Conn 15 Pin IDC male,
829,829,#N/A,1,D Conn 25 S F,Connector,D - Conn 25 Pin Solder female,
830,830,#N/A,1,D Conn 25 S M,Connector,D - Conn 25 Pin Solder male,
831,831,#N/A,1,D Conn 25 IDC F,Connector,D - Conn 25 Pin IDC female,
832,832,#N/A,1,D Conn 25 IDC M,Connector,D - Conn 25 Pin IDC male,
833,833,#N/A,1,Molex P M 1,Connector,Molex male pins,
834,834,#N/A,1,Molex P F 1,Connector,Molex female pins,
835,835,#N/A,1,Molex C M 2,Connector,2 pin molex Conn Male,
836,836,#N/A,1,Molex C F 2,Connector,2 pin molex Conn Female,
837,837,#N/A,1,Molex C M 6,Connector,6 pin molex Conn Male,
838,838,#N/A,1,Molex C F 6,Connector,6 pin molex Conn Female,
839,839,#N/A,1,Molex C M 12,Connector,12 pin molex Conn Male,
840,840,#N/A,1,Molex C F 12,Connector,12 pin molex Conn Female,
841,841,#N/A,1,Molex P M 2,Connector,2p molex male,
842,842,#N/A,1,Molex P F 2,Connector,2p molex female,
843,843,#N/A,1,Molex P M 4,Connector,4p molex female,
844,844,#N/A,1,Molex P F 4,Connector,4p molex male,
845,845,22,1,LM337,LM Series Integrated Chips,Neg. Adj. Regulator 1.5 A,
846,846,22,1,LM338,LM Series Integrated Chips,Pos. Adj. Regulator 5 A,
847,847,22,1,LM317,LM Series Integrated Chips,Pos. Adj. Regulator 3 A,
848,848,22,1,78L05,LM Series Integrated Chips,Pos. 5V Regulator 100ma,
849,849,22,1,7805,LM Series Integrated Chips,Pos. 5V Regulator 1.5 A,
850,850,22,1,7905,LM Series Integrated Chips,Neg. 5V Regulator 1.5 A,
851,851,22,1,79L12,LM Series Integrated Chips,Neg. 12V Regulator 100ma,
852,852,22,1,7912,LM Series Integrated Chips,Neg. 12V Regulator 1.5 A,
853,853,22,1,7812,LM Series Integrated Chips,Pos. 12V Regulator 1.5 A,
854,854,22,1,78L15,LM Series Integrated Chips,Pos. 15V Regulator 100ma,
855,855,22,1,7815,LM Series Integrated Chips,Pos. 15V Regulator 1.5 A,
856,856,22,1,79L15,LM Series Integrated Chips,Neg. 15V Regulator 100ma,
857,857,#N/A,1,,LM Series Integrated Chips,Neg. 15V Regulator 1.5 A,
858,858,22,1,7824,LM Series Integrated Chips,Pos. 24V Regulator 1.5 A,
859,859,22,1,LM336Z,LM Series Integrated Chips,Neg. 2.5 Shunt Reg.,
860,860,#N/A,1,,,Red LED T1,
861,861,#N/A,1,,,Green LED,
862,862,#N/A,1,,,Yellow LED,
863,863,#N/A,1,,,Superbright Red LED,
864,864,#N/A,1,,,Bicolor LED yellow/green,
865,865,#N/A,1,,,Bicolor LED red/green,
866,866,#N/A,1,,,LED mounts,
867,867,#N/A,1,,,BCD to 7 Seg Driver,
868,868,#N/A,1,,,BCD to 7 Seg Decoder,
869,869,#N/A,1,,,CC 7 Seg display,
870,870,#N/A,1,,,CA 7 Seg display,
871,871,#N/A,1,,,Misc LED displays,
872,872,#N/A,1,,,Solid State analog switch,
873,873,#N/A,1,,,"Normally open, quad single-polesingle-throw (SPST) analog switches",
874,874,#N/A,1,,,4 Mhz Ceramic Resonator,
875,875,#N/A,1,,,40 Mhz Crystal Oscillator,
876,876,#N/A,1,,,20 Mhz Crystal Oscillator,
877,877,#N/A,1,,,10 Mhz Crystal Oscillator,
878,878,#N/A,1,,,4 Mhz Crystal Oscillator,
879,879,#N/A,1,,,Misc Crystal Oscillators,
880,880,24,1,3AG .5 A,Fuses,,
881,881,24,1,3AG 2 A Leads,Fuses,,
882,882,24,1,3AG 5 A Leads,Fuses,,
883,883,24,1,3AG 0.3 A,Fuses,,
884,884,24,1,3AG 2 A,Fuses,,
885,885,24,1,3AG 5 A,Fuses,,
886,886,24,1,3AG .25 A,Fuses,,
887,887,24,1,3AG 1.5 A,Fuses,,
888,888,24,1,AGC 2A,Fuses,,
889,889,24,1,AGC 4A,Fuses,,
890,890,24,1,3AG 3/16 A,Fuses,,
891,891,24,1,3AG 1 A,Fuses,,
892,892,24,1,3AG 3 A,Fuses,,
893,893,24,1,3AG 1/32 A,Fuses,,
894,894,24,1,3AG .75 A,Fuses,,
895,895,24,1,3AG 2.5 A,Fuses,,
896,896,24,1,3AG SB .125 A,Fuses,,
897,897,24,1,3AG SB .75 A,Fuses,,
898,898,24,1,3AG SB 3 A,Fuses,,
899,899,24,1,3AG SB 1/100 A,Fuses,,
900,900,24,1,3AG SB .6 A,Fuses,,
901,901,24,1,3AG SB 2 A,Fuses,,
902,902,24,1,3AG SB 20 A,Fuses,,
903,903,24,1,3AG SB 0.5 A,Fuses,,
904,904,24,1,3AG SB 1.5 A,Fuses,,
905,905,24,1,3AG 10 A,Fuses,,
906,906,24,1,3AG SB 3/8 A,Fuses,,
907,907,24,1,3AG SB 1 A,Fuses,,
908,908,24,1,3AG 6A,Fuses,,
909,909,24,1,3AG SB .25 A,Fuses,,
910,910,24,1,3AG SB 8/10 A,Fuses,,
911,911,24,1,3AG 32V 4A,Fuses,,
912,912,24,1,3AG 32V 3A,Fuses,,
913,913,24,1,3AG SB 10 A,Fuses,,
914,914,24,1,3AG SB 8 A,Fuses,,
915,915,24,1,3AG SB 5 A,Fuses,,
916,916,24,1,3AG 32V 10 A,Fuses,,
917,917,24,1,3AG 32V 15 A,Fuses,,
918,918,24,1,GMA 0.5A,Fuses,,
919,919,24,1,GMA 1 A,Fuses,,
920,920,24,1,GMA 2 A,Fuses,,
921,921,24,1,GMA 3 A,Fuses,,
922,922,24,1,GMA 5 A,Fuses,,
923,923,24,1,GMA 7 A,Fuses,,
924,924,24,1,GMA 8 A,Fuses,,
925,925,24,1,GMA 10 A,Fuses,,
926,926,24,1,8AG 2 A,Fuses,,
927,927,24,1,8AG 1/100 A,Fuses,,
928,928,24,1,3AG 0.25 A,Fuses,,
929,929,24,1,MDL 1 A,Fuses,,
930,930,24,1,ABC 30,Fuses,,
931,931,24,1,BK/ATC 20,Fuses,,
932,932,24,1,Littelfuse 3AG 15/100 A SB,Fuses,,
933,933,24,1,Littelfuse 3AG 1.25 A SB,Fuses,,
934,934,24,1,Littelfuse 3AG 3/5 A SLC-BLD,Fuses,,
935,935,24,1,Littelfuse 3AG 1/32,Fuses,,
936,936,24,1,Littelfuse 3AG 3/8,Fuses,,
937,937,24,1,Littelfuse 3AG .175 MA SB,Fuses,,
938,938,24,1,Buss Fuses AGC 2/10 3AG,Fuses,,
939,939,24,1,Littelfuse 3AG 1/32 A SB,Fuses,,
940,940,24,1,Littelfuse 8AG 1/4,Fuses,,
941,941,24,1,Allied Fuses 3AG 1/2,Fuses,,
942,942,24,1,Littelfuse 3AG .175 MA,Fuses,,
